timestamp,predicted,measured,residual,load_%,ambient_°C,health_index
2026-09-21 00:00:00,43.66666666666666,44.06403798907564,0.3973713224089863,70.0,28.0,100.0
2026-09-21 00:15:00,45.89496791892337,45.78435647798642,-0.11061144093694963,70.0,28.0,100.0
2026-09-21 00:30:00,47.850870766473136,48.36902159695369,0.5181508304805504,70.0,28.0,100.0
2026-09-21 00:45:00,49.57064406223723,50.78906794736365,1.2184238851264197,70.0,28.0,100.0
2026-09-21 01:00:00,51.08572846898508,50.89840576920641,-0.18732269977866878,70.0,28.0,96.5342182547579
2026-09-21 01:15:00,52.42337919814282,52.23606963258347,-0.18730956555934597,70.0,28.0,97.22744027490293
2026-09-21 01:30:00,53.60722318586175,54.87059343826766,1.2633702524059132,70.0,28.0,95.0570673477546
2026-09-21 01:45:00,54.65774209663848,55.2716898799608,0.6139477833223239,70.0,28.0,99.0103129292076
2026-09-21 02:00:00,55.59269102847876,55.2171115197308,-0.3755795087479612,70.0,28.0,95.91833972659192
2026-09-21 02:15:00,56.42746147915058,56.86150951401935,0.4340480348687734,70.0,28.0,99.58000474716795
2026-09-21 02:30:00,57.17539599360742,56.80466183935745,-0.37073415424996625,70.0,28.0,96.35408478195515
2026-09-21 02:45:00,57.84806092488572,57.47547712202952,-0.3725838028562052,70.0,28.0,96.67628337692803
2026-09-21 03:00:00,58.45548288449893,58.64905270175176,0.19356981725283617,70.0,28.0,99.78402786272923
2026-09-21 03:15:00,59.0063537160585,57.47572952033226,-1.53062419572624,70.0,28.0,91.17967103916237
2026-09-21 03:30:00,59.508208182376016,58.12827391636559,-1.379934266010423,70.0,28.0,92.56314418494415
2026-09-21 03:45:00,59.96757799848525,59.51774797509247,-0.4498300233927779,70.0,28.0,97.70945578570276
2026-09-21 04:00:00,60.39012535946478,59.57986046319724,-0.8102648962675403,70.0,28.0,96.05044043472253
2026-09-21 04:15:00,60.78075869275656,61.03215655883277,0.2513978660762106,70.0,28.0,98.4089187203071
2026-09-21 04:30:00,61.14373300129274,60.41731374087577,-0.7264192604169679,70.0,28.0,96.61360224279963
2026-09-21 04:45:00,61.48273684873477,60.35289388766653,-1.1298429610682348,70.0,28.0,94.77471520044857
2026-09-21 05:00:00,61.80096776505491,62.97348678019215,1.1725190151372402,70.0,28.0,93.45221067854648
2026-09-21 05:15:00,62.1011976139683,61.92057657357908,-0.18062104038921944,70.0,28.0,99.47028955232344
2026-09-21 05:30:00,62.3858292585154,62.43985182226574,0.05402256375033687,70.0,28.0,99.33241467935713
2026-09-21 05:45:00,62.656945683203006,61.51714713423224,-1.1397985489707665,70.0,28.0,94.66945430831376
2026-09-21 06:00:00,62.91635257690282,62.48084639728267,-0.43550617962014826,70.0,28.0,98.41302222555377
2026-09-21 06:15:00,63.1656152470252,63.25435331879309,0.08873807176789228,70.0,28.0,98.90227740652817
2026-09-21 06:30:00,63.40609061960058,62.48529575766274,-0.9207948619378428,70.0,28.0,96.00783782519423
2026-09-21 06:45:00,63.63895497944296,63.93951339411949,0.3005584146765301,70.0,28.0,97.73753793340776
2026-09-21 07:00:00,63.86522801748459,63.384717065549545,-0.4805109519350452,70.0,28.0,98.27631301687035
2026-09-21 07:15:00,64.08579367687904,63.85243867704441,-0.23335499983462427,70.0,28.0,99.57153025954935
2026-09-21 07:30:00,64.30141822402727,63.82005293424376,-0.48136528978351123,70.0,28.0,98.3457611344866
2026-09-21 07:45:00,64.51276591395093,65.99458846155808,1.4818225476071518,70.0,28.0,91.78493713451127
2026-09-21 08:00:00,67.30508437194358,67.29428659215323,-0.01079777979035157,70.0,28.0,99.50475948604532
2026-09-21 08:15:00,69.64409288419904,68.79792414103431,-0.8461687431647249,70.0,28.0,96.30337840878117
2026-09-21 08:30:00,71.59683684531436,72.25487277499691,0.6580359296825549,70.0,28.0,96.06687406253482
2026-09-21 08:45:00,73.2212309290711,72.24455600909428,-0.9766749199768157,70.0,28.0,95.6471966623836
2026-09-21 09:00:00,74.5672827015796,74.7343735775834,0.16709087600379746,70.0,28.0,98.51306315389066
2026-09-21 09:15:00,75.67815374659426,74.11041764749044,-1.5677360991038256,70.0,28.0,92.77261448824396
2026-09-21 09:30:00,76.59107993543815,75.5285310963194,-1.0625488391187474,70.0,28.0,95.48874514374188
2026-09-21 09:45:00,77.33816959109213,77.49565857978743,0.15748898869530592,70.0,28.0,98.29539251574535
2026-09-21 10:00:00,77.94709579673645,78.53786906073277,0.5907732639963257,70.0,28.0,96.17158632634661
2026-09-21 10:15:00,78.44169693236302,78.57879155731499,0.13709462495197045,70.0,28.0,98.53335546482823
2026-09-21 10:30:00,78.8424976447838,78.74997901887322,-0.09251862591058568,70.0,28.0,99.71634182712128
2026-09-21 10:45:00,79.16716082811134,78.9262778716399,-0.2408829564714381,70.0,28.0,99.5352398183796
2026-09-21 11:00:00,79.43087978034968,78.24806218805574,-1.1828175922939437,70.0,28.0,94.83612937066754
2026-09-21 11:15:00,79.64671847830192,79.07084311158616,-0.5758753667157634,70.0,28.0,97.98559317921027
2026-09-21 11:30:00,79.82590685259414,79.45739583582632,-0.36851101676782605,70.0,28.0,99.06620638157581
2026-09-21 11:45:00,79.97809702558278,80.82379480655791,0.8456977809751294,70.0,28.0,94.84288168038123
2026-09-21 12:00:00,80.11158567847176,80.38648031012653,0.27489463165477446,70.0,28.0,97.80433739197507
2026-09-21 12:15:00,80.23350702383655,78.82307489954637,-1.4104321242901818,70.0,28.0,93.72421938732005
2026-09-21 12:30:00,80.35000026181113,80.60926743732696,0.2592671755158307,70.0,28.0,97.80176850139628
2026-09-21 12:45:00,80.46635488019425,80.15828905586119,-0.30806582433305607,70.0,28.0,99.31846392095528
2026-09-21 13:00:00,80.58713671005147,80.0455991098067,-0.5415376002447658,70.0,28.0,98.1642115044553
2026-09-21 13:15:00,80.71629725981565,81.20563829088834,0.4893410310726978,70.0,28.0,96.64675782017353
2026-09-21 13:30:00,80.85726851442979,81.68206813242655,0.82479961799676,70.0,28.0,95.03156196295741
2026-09-21 13:45:00,81.01304509480143,81.75806919009439,0.7450240952929619,70.0,28.0,95.52077481351354
2026-09-21 14:00:00,81.18625542073295,88.51488140215484,7.328625981421894,70.0,28.0,62.68275154691328
2026-09-21 14:15:00,81.33484926892554,81.08747936824457,-0.24736990068096532,70.0,28.0,98.78258047322002
2026-09-21 14:30:00,81.46680626053998,81.73181700566283,0.2650107451228507,70.0,28.0,98.63452630591986
2026-09-21 14:45:00,81.58911428316149,82.36955038485938,0.7804361016978874,70.0,28.0,96.08054314497824
2026-09-21 15:00:00,81.70791383842268,81.32457444814645,-0.38333939027623387,70.0,28.0,98.03525511423412
2026-09-21 15:15:00,81.82862293362959,81.68009575229854,-0.1485271813310476,70.0,28.0,99.2415250915136
2026-09-21 15:30:00,81.95604507703747,81.07097709783265,-0.8850679792048197,70.0,28.0,95.57105456841064
2026-09-21 15:45:00,82.09446259834179,81.13749729907725,-0.9569652992645388,70.0,28.0,95.28186868924838
2026-09-21 16:00:00,82.24771722312394,82.8977378810393,0.6500206579153627,70.0,28.0,96.6094807231216
2026-09-21 16:15:00,82.41927957635617,83.50427159921283,1.0849920228566532,70.0,28.0,94.48678573344405
2026-09-21 16:30:00,82.61230907036028,82.55470097309602,-0.0576080972642643,70.0,28.0,99.71668011645808
2026-09-21 16:45:00,82.82970544226411,83.63253176057773,0.8028263183136204,70.0,28.0,95.97691915067425
2026-09-21 17:00:00,83.07415304104593,83.36346186108403,0.28930882003810154,70.0,28.0,98.6036695957184
2026-09-21 17:15:00,83.34815882126206,82.83206301757797,-0.5160958036840952,70.0,28.0,97.34907061314479
2026-09-21 17:30:00,83.65408487653997,83.9432013609467,0.2891164844067333,70.0,28.0,98.58699752658885
2026-09-21 17:45:00,83.99417623830465,85.22460549147742,1.2304292531727725,70.0,28.0,93.90033512604613
2026-09-21 18:00:00,84.37058457175726,84.3419237404693,-0.02866083128796504,70.0,28.0,99.71949688395638
2026-09-21 18:15:00,82.18767695904498,83.43939188369619,1.2517149246512105,70.0,28.0,93.87478182790879
2026-09-21 18:30:00,80.27569071064093,78.17989462736914,-2.095796083271793,70.0,28.0,89.30488991393442
2026-09-21 18:45:00,78.59856649395985,79.25608849746003,0.6575220035001763,70.0,28.0,96.78591818439153
2026-09-21 19:00:00,77.12504526602999,77.19468292062052,0.06963765459053661,70.0,28.0,99.7676304791451
2026-09-21 19:15:00,75.82802924885723,75.58882336848454,-0.23920588037269397,70.0,28.0,98.68513406005361
2026-09-21 19:30:00,74.68402797309095,74.75743659431934,0.07340862122839553,70.0,28.0,99.7349361763006
2026-09-21 19:45:00,73.6726780655204,72.08262293383969,-1.5900551316807139,70.0,28.0,91.94438982087918
2026-09-21 20:00:00,72.77632696346845,72.60058945319844,-0.17573751027001094,70.0,28.0,99.1166730551717
2026-09-21 20:15:00,71.97967204599934,72.26536210320873,0.28569005720939344,70.0,28.0,98.56528383650748
2026-09-21 20:30:00,71.26944780473818,72.45176304053139,1.1823152357932116,70.0,28.0,94.09965448216755
2026-09-21 20:45:00,70.63415465916795,70.21953848454903,-0.41461617461891365,70.0,28.0,97.84459996555697
2026-09-21 21:00:00,70.06382387260379,69.41702899028924,-0.646794882314552,70.0,28.0,96.70936595129834
2026-09-21 21:15:00,69.54981376304656,69.14840812817893,-0.40140563486762915,70.0,28.0,97.97502553028238
2026-09-21 21:30:00,69.08463304287562,69.81695473703728,0.732321694161655,70.0,28.0,96.33279160980703
2026-09-21 21:45:00,68.66178767593287,68.92478856366061,0.2630008877277419,70.0,28.0,98.72154746255353
2026-09-21 22:00:00,68.27564812131331,67.85183995829968,-0.4238081630136321,70.0,28.0,97.82987941399588
2026-09-21 22:15:00,67.92133424994117,68.33194819643185,0.4106139464906846,70.0,28.0,97.9736266611117
2026-09-21 22:30:00,67.59461558129314,67.67227762077157,0.07766203947842598,70.0,28.0,99.66090145549397
2026-09-21 22:45:00,67.29182480081857,68.06674079324489,0.7749159924263154,70.0,28.0,96.17835804838646
2026-09-21 23:00:00,67.00978279010242,66.44814031500054,-0.5616424751018769,70.0,28.0,97.097310027542
2026-09-21 23:15:00,66.7457336371703,66.48360391989209,-0.26212971727821355,70.0,28.0,98.62608553679428
2026-09-21 23:30:00,66.49728829835843,66.18360177585271,-0.31368652250571927,70.0,28.0,98.38291762196744
2026-09-21 23:45:00,66.26237576003363,65.09156380152794,-1.1708119585056949,70.0,28.0,94.11431236173632
